yearmon,day,temperature
76,19,33
76,20,33
76,21,32
76,22,31
76,23,30
76,24,32
76,25,33
76,26,33
76,27,34
76,28,33
76,29,34
76,30,34
76,31,34
77,1,35
77,2,34
77,3,33
77,4,35
77,5,33
77,6,32
77,7,30
77,8,34
77,9,32
77,10,32
77,11,31
77,12,33
77,13,36
77,14,34
77,15,33
77,16,35
77,17,33
77,18,34
77,19,34
77,20,32
77,21,33
77,22,30
77,23,31
77,24,30
77,25,31
77,26,34
77,27,34
77,28,34
77,29,34
77,30,33
78,1,32
78,2,33
78,3,34
78,4,34
78,5,35
78,6,35
78,7,32
78,8,35
78,9,35
78,10,34
78,11,32
78,12,33
78,13,33
78,14,33
78,15,33
78,16,34
78,17,34
78,18,31
78,19,33
78,20,34
78,21,33
78,22,35
78,23,34
78,24,33
78,25,33
78,26,31
78,27,32
78,28,33
78,29,34
78,30,34
78,31,35
79,1,36
79,2,35
79,3,33
79,4,34
79,5,33
79,6,32
79,7,33
79,8,33
79,9,34
79,10,34
79,11,33
79,12,33
79,13,30
79,14,31
79,15,33
79,16,34
79,17,34
79,18,34
79,19,33
79,20,29
79,21,31
79,22,31
79,23,32
79,24,33
79,25,33
79,26,34
79,27,33
79,28,33
79,29,33
79,30,35
79,31,33
80,1,34
80,2,34
80,3,35
80,4,34
80,5,34
80,6,34
80,7,35
80,8,31
80,9,34
80,10,34
80,11,33
80,12,31
80,13,33
80,14,34
80,15,34
80,16,31
80,17,32
80,18,33
80,19,35
80,20,32
80,21,30
80,22,30
80,23,32
80,24,32
80,25,32
80,26,32
80,27,33
80,28,33
80,29,34
80,30,35
81,1,35
81,2,33
81,3,33
81,4,31
81,5,32
81,6,32
81,7,31
81,8,30
81,9,31
81,10,30
81,11,31
81,12,31
81,13,30
81,14,29
81,15,29
81,16,30
81,17,29
81,18,30
81,19,30
81,20,31
81,21,32
81,22,32
81,23,28
81,24,28
81,25,28
81,26,31
81,27,32
81,28,29
81,29,30
81,30,30
81,31,29
82,1,30
82,2,28
82,3,23
82,4,24
82,5,27
82,6,28
82,7,26
82,8,23
82,9,26
82,10,26
82,11,27
82,12,24
82,13,22
82,14,23
82,15,27
82,16,27
82,17,25
82,18,24
82,19,24
82,20,26
82,21,27
82,22,27
82,23,28
82,24,28
82,25,28
82,26,26
82,27,25
82,28,27
82,29,27
82,30,28
83,1,26
83,2,18
83,3,21
83,4,18
83,5,18
83,6,21
83,7,20
83,8,20
83,9,23
83,10,23
83,11,22
83,12,17
83,13,18
83,14,20
83,15,21
83,16,20
83,17,17
83,18,16
83,19,15
83,20,20
83,21,21
83,22,17
83,23,16
83,24,21
83,25,21
83,26,18
83,27,18
83,28,16
83,29,19
83,30,19
83,31,21
84,1,21
84,2,19
84,3,21
84,4,21
84,5,23
84,6,25
84,7,20
84,8,19
84,9,18
84,10,22
84,11,19
84,12,18
84,13,15
84,14,17
84,15,18
84,16,20
84,17,20
84,18,20
84,19,20
84,20,20
84,21,22
84,22,23
84,23,21
84,24,21
84,25,23
84,26,23
84,27,22
84,28,21
84,29,22
84,30,19
84,31,17
85,1,18
85,2,20
85,3,21
85,4,18
85,5,16
85,6,16
85,7,19
85,8,20
85,9,18
85,10,19
85,11,19
85,12,22
85,13,22
85,14,22
85,15,21
85,16,23
85,17,24
85,18,22
85,19,20
85,20,22
85,21,24
85,22,24
85,23,22
85,24,24
85,25,26
85,26,28
85,27,23
85,28,22
86,1,23
86,2,20
86,3,25
86,4,19
86,5,22
86,6,19
86,7,20
86,8,23
86,9,25
86,10,21
86,11,19
86,12,17
86,13,20
86,14,24
86,15,26
86,16,27
86,17,27
86,18,27
86,19,28
86,20,29
86,21,27
86,22,25
86,23,26
86,24,24
86,25,20
86,26,21
86,27,23
86,28,26
86,29,27
86,30,27
86,31,27
87,1,28
87,2,27
87,3,28
87,4,29
87,5,31
87,6,30
87,7,30
87,8,22
87,9,19
87,10,19
87,11,18
87,12,24
87,13,26
87,14,26
87,15,27
87,16,28
87,17,27
87,18,30
87,19,29
87,20,30
87,21,26
87,22,26
87,23,25
87,24,28
87,25,28
87,26,28
87,27,29
87,28,30
87,29,32
87,30,31
88,1,30
88,2,31
88,3,32
88,4,32
88,5,31
88,6,29
88,7,32
88,8,32
88,9,33
88,10,30
88,11,30
88,12,29
88,13,29
88,14,31
88,15,33
88,16,29
88,17,30
88,18,31
88,19,30
88,20,31
88,21,28
88,22,27
88,23,30
88,24,29
88,25,33
88,26,30
88,27,33
88,28,33
88,29,34
88,30,34
88,31,32
89,1,32
89,2,33
89,3,34
89,4,34
89,5,33
89,6,32
89,7,33
89,8,33
89,9,34
89,10,34
89,11,33
89,12,33
89,13,33
89,14,33
89,15,34
89,16,34
89,17,34
89,18,35
89,19,36
89,20,34
89,21,35
89,22,32
89,23,32
89,24,31
89,25,31
89,26,33
89,27,34
89,28,34
89,29,34
89,30,35
90,1,34
90,2,34
90,3,34
90,4,34
90,5,34
90,6,32
90,7,32
90,8,31
90,9,31
90,10,34
90,11,34
90,12,35
90,13,34
90,14,34
90,15,34
90,16,34
90,17,31
90,18,33
90,19,35
90,20,30
90,21,29
90,22,30
90,23,31
90,24,31
90,25,32
90,26,32
90,27,33
90,28,33
90,29,31
90,30,32
90,31,33
91,1,34
91,2,32
91,3,33
91,4,34
91,5,34
91,6,35
91,7,36
91,8,36
91,9,37
91,10,32
91,11,34
91,12,34
91,13,31
91,14,31
91,15,30
91,16,33
91,17,33
91,18,34
91,19,34
91,20,33
91,21,34
91,22,34
91,23,34
91,24,35
91,25,35
91,26,33
91,27,32
91,28,31
91,29,31
91,30,28
91,31,30
92,1,30
92,2,29
92,3,30
92,4,32
92,5,33
92,6,34
92,7,30
92,8,32
92,9,32
92,10,33
92,11,32
92,12,31
92,13,33
92,14,33
92,15,34
92,16,32
92,17,32
92,18,32
92,19,31
92,20,33
92,21,29
92,22,32
92,23,33
92,24,33
92,25,33
92,26,34
92,27,32
92,28,32
92,29,33
92,30,34
93,1,33
93,2,31
93,3,31
93,4,29
93,5,30
93,6,29
93,7,29
93,8,31
93,9,29
93,10,26
93,11,23
93,12,26
93,13,29
93,14,28
93,15,28
93,16,30
93,17,30
93,18,29
93,19,28
93,20,29
93,21,30
93,22,31
93,23,30
93,24,30
93,25,30
93,26,28
93,27,30
93,28,31
93,29,31
93,30,30
93,31,29
94,1,25
94,2,25
94,3,27
94,4,28
94,5,30
94,6,29
94,7,30
94,8,30
94,9,30
94,10,28
94,11,28
94,12,26
94,13,27
94,14,27
94,15,28
94,16,30
94,17,31
94,18,30
94,19,31
94,20,28
94,21,28
94,22,30
94,23,28
94,24,29
94,25,25
94,26,22
94,27,22
94,28,25
94,29,24
94,30,24
95,1,27
95,2,28
95,3,23
95,4,22
95,5,22
95,6,18
95,7,19
95,8,19
95,9,19
95,10,21
95,11,22
95,12,24
95,13,24
95,14,22
95,15,19
95,16,19
95,17,16
95,18,18
95,19,19
95,20,19
95,21,24
95,22,23
95,23,25
95,24,28
95,25,20
95,26,19
95,27,18
95,28,20
95,29,21
95,30,19
95,31,19
96,1,21
96,2,22
96,3,21
96,4,25
96,5,23
96,6,24
96,7,21
96,8,21
96,9,21
96,10,20
96,11,21
96,12,19
96,13,19
96,14,19
96,15,18
96,16,19
96,17,19
96,18,18
96,19,18
96,20,18
96,21,17
96,22,16
96,23,10
96,24,7
96,25,11
96,26,12
96,27,17
96,28,19
96,29,20
96,30,19
96,31,17
97,1,16
97,2,11
97,3,15
97,4,17
97,5,16
97,6,18
97,7,19
97,8,22
97,9,22
97,10,20
97,11,23
97,12,26
97,13,28
97,14,24
97,15,17
97,16,13
97,17,14
97,18,15
97,19,16
97,20,21
97,21,17
97,22,19
97,23,16
97,24,16
97,25,16
97,26,15
97,27,18
97,28,20
97,29,24
98,1,21
98,2,22
98,3,23
98,4,24
98,5,24
98,6,25
98,7,24
98,8,25
98,9,25
98,10,19
98,11,13
98,12,16
98,13,19
98,14,17
98,15,17
98,16,18
98,17,21
98,18,26
98,19,27
98,20,24
98,21,22
98,22,19
98,23,23
98,24,20
98,25,17
98,26,21
98,27,21
98,28,21
98,29,22
98,30,23
98,31,27
99,1,27
99,2,26
99,3,27
99,4,28
99,5,27
99,6,28
99,7,28
99,8,30
99,9,29
99,10,27
99,11,25
99,12,26
99,13,27
99,14,28
99,15,26
99,16,29
99,17,30
99,18,27
99,19,23
99,20,27
99,21,29
99,22,27
99,23,29
99,24,29
99,25,30
99,26,30
99,27,30
99,28,30
99,29,28
99,30,26
100,1,27
100,2,30
100,3,31
100,4,30
100,5,32
100,6,31
100,7,32
100,8,31
100,9,31
100,10,29
100,11,29
100,12,30
100,13,29
100,14,30
100,15,31
100,16,28
100,17,27
100,18,28
100,19,31
100,20,28
100,21,30
100,22,31
100,23,31
100,24,32
100,25,33
100,26,32
100,27,31
100,28,32
100,29,32
100,30,33
100,31,33
101,1,34
101,2,34
101,3,34
101,4,34
101,5,30
101,6,30
101,7,32
101,8,31
101,9,33
101,10,32
101,11,29
101,12,31
101,13,34
101,14,33
101,15,33
101,16,32
101,17,33
101,18,34
101,19,34
101,20,34
101,21,34
101,22,34
101,23,33
101,24,35
101,25,35
101,26,35
101,27,36
101,28,32
101,29,33
101,30,33
102,1,33
102,2,33
102,3,33
102,4,32
102,5,33
102,6,31
102,7,34
102,8,36
102,9,36
102,10,32
102,11,32
102,12,30
102,13,31
102,14,32
102,15,34
102,16,34
102,17,34
102,18,34
102,19,33
102,20,33
102,21,33
102,22,35
102,23,34
102,24,35
102,25,35
102,26,35
102,27,34
102,28,35
102,29,36
102,30,35
102,31,35
103,1,34
103,2,30
103,3,29
103,4,32
103,5,33
103,6,34
103,7,35
103,8,35
103,9,34
103,10,31
103,11,30
103,12,31
103,13,33
103,14,32
103,15,29
103,16,29
103,17,30
103,18,30
103,19,33
103,20,34
103,21,31
103,22,34
103,23,34
103,24,34
103,25,34
103,26,35
103,27,33
103,28,31
103,29,30
103,30,32
103,31,32
104,1,31
104,2,32
104,3,33
104,4,32
104,5,31
104,6,29
104,7,29
104,8,31
104,9,30
104,10,29
104,11,32
104,12,32
104,13,32
104,14,32
104,15,33
104,16,33
104,17,34
104,18,32
104,19,32
104,20,30
104,21,32
104,22,31
104,23,31
104,24,33
104,25,32
104,26,32
104,27,35
104,28,33
104,29,30
104,30,26
105,1,29
105,2,31
105,3,31
105,4,32
105,5,32
105,6,32
105,7,31
105,8,32
105,9,29
105,10,30
105,11,27
105,12,25
105,13,30
105,14,31
105,15,31
105,16,32
105,17,31
105,18,27
105,19,28
105,20,30
105,21,28
105,22,31
105,23,31
105,24,31
105,25,32
105,26,31
105,27,31
105,28,32
105,29,31
105,30,27
105,31,29
106,1,26
106,2,26
106,3,26
106,4,26
106,5,27
106,6,28
106,7,29
106,8,29
106,9,22
106,10,18
106,11,22
106,12,28
106,13,29
106,14,29
106,15,31
106,16,28
106,17,29
106,18,29
106,19,30
106,20,30
106,21,29
106,22,26
106,23,23
106,24,20
106,25,22
106,26,20
106,27,20
106,28,23
106,29,20
106,30,23
107,1,23
107,2,23
107,3,24
107,4,25
107,5,27
107,6,25
107,7,23
107,8,22
107,9,23
107,10,24
107,11,24
107,12,27
107,13,27
107,14,23
107,15,21
107,16,19
107,17,20
107,18,24
107,19,27
107,20,26
107,21,24
107,22,24
107,23,22
107,24,20
107,25,22
107,26,25
107,27,19
107,28,17
107,29,19
107,30,19
107,31,21
108,2,24
108,3,24
108,4,26
108,5,25
108,6,25
108,7,27
108,8,26
108,9,23
108,10,24
108,11,22
108,12,21
108,13,16
108,14,16
108,15,16
108,16,18
108,17,21
108,18,21
108,19,22
108,20,21
108,21,19
108,22,20
108,23,21
108,24,21
108,25,22
108,26,21
108,27,21
108,28,21
108,29,22
108,30,23
108,31,19
109,1,23
109,2,19
109,3,21
109,4,23
109,5,23
109,6,23
109,7,20
109,8,21
109,9,16
109,10,15
109,11,17
109,12,19
109,13,20
109,14,22
109,15,22
109,16,23
109,17,25
109,18,26
109,19,21
109,20,26
109,21,22
109,22,25
109,23,22
109,24,13
109,25,12
109,26,17
109,27,21
109,28,22
110,1,21
110,2,23
110,3,22
110,4,24
110,5,24
110,6,22
110,7,21
110,8,18
110,9,20
110,10,24
110,11,20
110,12,22
110,13,27
110,14,24
110,15,19
110,16,20
110,17,22
110,18,23
110,19,24
110,20,27
110,21,27
110,22,21
110,23,25
110,24,26
110,25,24
110,26,17
110,27,24
110,28,26
110,29,27
110,30,27
110,31,24
111,1,23
111,2,25
111,3,25
111,4,26
111,5,27
111,6,26
111,7,28
111,8,28
111,9,29
111,10,29
111,11,30
111,12,21
111,13,21
111,14,25
111,15,29
111,16,30
111,17,30
111,18,31
111,19,31
111,20,28
111,21,30
111,22,24
111,23,22
111,24,24
111,25,25
111,26,29
111,27,25
111,28,25
111,29,27
111,30,28
112,1,29
112,2,29
112,3,30
112,4,28
112,5,29
112,6,31
112,7,29
112,8,29
112,9,29
112,10,30
112,11,31
112,12,31
112,13,28
112,14,31
112,15,28
112,16,28
112,17,30
112,18,29
112,19,27
112,20,27
112,21,27
112,22,28
112,23,31
112,24,28
112,25,28
112,26,27
112,27,32
112,28,31
112,29,31
112,30,30
112,31,33
113,1,32
113,2,33
113,3,35
113,4,34
113,5,33
113,6,34
113,7,33
113,8,34
113,9,32
113,10,33
113,11,33
113,12,33
113,13,30
113,14,31
113,15,32
113,16,31
113,17,28
113,18,29
113,19,30
113,20,30
113,21,31
113,22,32
113,23,32
113,24,32
113,25,33
113,26,33
113,27,32
113,28,34
113,29,34
113,30,34
114,1,33
114,2,31
114,3,30
114,4,31
114,5,33
114,6,31
114,7,31
114,8,30
114,9,33
114,10,32
114,11,33
114,12,34
114,13,35
114,14,34
114,15,33
114,16,31
114,17,30
114,18,28
114,19,31
114,20,33
114,21,34
114,22,34
114,23,30
114,24,32
114,25,34
114,26,34
114,27,33
114,28,36
114,29,36
114,30,37
114,31,34
115,1,35
115,2,33
115,3,32
115,4,30
115,5,33
115,6,34
115,7,35
115,8,34
115,9,32
115,10,32
115,11,34
115,12,33
115,13,33
115,14,34
115,15,34
115,16,32
115,17,33
115,18,34
115,19,35
115,20,35
115,21,37
115,22,37
115,23,30
115,24,33
115,25,33
115,26,36
115,27,28
115,28,28
115,29,33
115,30,34
115,31,33
116,1,33
116,2,33
116,3,32
116,4,29
116,5,32
116,6,33
116,7,32
116,8,32
116,9,32
116,10,33
116,11,33
116,12,34
116,13,35
116,14,33
116,15,33
116,16,34
116,17,35
116,18,34
116,19,33
116,20,32
116,21,33
116,22,33
116,23,33
116,24,32
116,25,33
116,26,34
116,27,34
116,28,34
116,29,34
116,30,32
117,1,33
117,2,34
117,3,34
117,4,32
117,5,32
117,6,32
117,7,34
117,8,34
117,9,34
117,10,35
117,11,35
117,12,35
117,13,31
117,14,26
117,15,28
117,16,30
117,17,29
117,18,30
117,19,28
117,20,28
117,21,27
117,22,26
117,23,28
117,24,28
117,25,28
117,26,29
117,27,29
117,28,27
